avg_ti,avg_si,max_si,max_ti,min_si,min_ti,std_si,std_ti,blur_avg,blur_min,blur_max,blur_std,bitrate,width,height,MSCN_mean,MSCN_std,train__mos
13.143,69.892,83.211,37.886,63.416,5.763,5.498,5.98,18.68568984,14.88021358,28.54141792,3.630234421,1754901,1280,720,1.297821333,0.394242,4.3947
12.933,68.857,81.889,37.639,62.737,5.403,5.438,5.969,17.56299409,14.26544044,26.17407816,3.501347503,1059231,1280,720,1.297136,0.396444,3.9737
12.36,66.296,77.635,36.789,60.995,4.997,5.181,5.93,15.2341097,13.00339429,21.95412844,2.981364038,607167,1280,720,1.298032,0.393584667,3.0263
10.995,60.554,70.512,34.728,56.082,3.831,4.403,5.786,11.58631884,9.762508096,16.31630074,2.030100083,355719,1280,720,1.297345333,0.395852667,2
8.745,50.228,56.54,31.256,46.762,2.641,2.564,5.29,7.800162104,6.693025142,9.796588536,0.815512713,207347,1280,720,1.298237333,0.392961333,1.1316
5.323,98.572,108.176,32.119,87.41,0.123,3.296,6.534,22.19603181,15.19630689,27.03623656,1.933531432,37963084,720,1280,1.296244,0.40069,4.7353
5.255,98.358,107.818,32.105,87.024,0.156,3.328,6.561,22.00994427,14.76745168,26.33001984,2.011604495,3613994,720,1280,1.297776,0.395929333,4.6176
5.253,98.196,107.415,32.161,86.753,0.182,3.329,6.557,21.65584478,14.55551069,25.55446948,1.950629735,1790542,720,1280,1.297093333,0.398060667,4.4118
5.28,97.558,106.772,32.225,86.389,0.276,3.324,6.532,20.71186682,14.13005746,24.66665028,1.78281217,913740,720,1280,1.297993333,0.39525,4.4118
5.301,95.627,105.901,32.351,85.36,0.366,3.4,6.492,18.8307084,13.58288648,24.38148993,1.696378255,494033,720,1280,1.297305333,0.397449333,4.1176
5.292,92.948,104.715,32.561,83.61,0.432,3.62,6.408,16.70255147,12.34333923,23.02466448,1.673432939,282336,720,1280,1.298206667,0.394598667,3.3529
5.151,89.391,102.374,32.533,80.225,0.658,3.862,6.233,13.73855874,9.800674818,18.2162353,1.257669459,163514,720,1280,1.297514,0.396858667,2
4.724,81.089,93.267,32.358,72.3,0.559,3.57,5.874,9.508575896,6.921588962,12.48990352,0.883823352,92878,720,1280,1.298414667,0.393973333,1.1765
14.262,85.515,102.243,48.929,72.525,0.319,6.898,12.015,12.31964351,7.439051013,21.53137436,2.751973181,46002308,720,1280,1.295502,0.405542,4.4571
14.182,85.295,101.984,48.929,72.339,0.237,6.859,12.073,12.24389185,7.351262971,21.56869687,2.713009356,5086284,720,1280,1.297037333,0.400845333,4.4571
14.144,85.061,101.512,48.929,72.154,0.27,6.808,12.08,12.09079291,7.196950795,21.28702818,2.674457711,2720640,720,1280,1.296359333,0.402951333,4.5429
14.125,84.529,100.739,48.953,71.952,0.329,6.743,12.045,11.7592205,6.928529343,20.73840579,2.624297384,1492083,720,1280,1.297259333,0.400174667,4.2857
14.094,83.32,99.059,48.98,71.043,0.459,6.743,11.961,11.10095422,6.464984846,19.25873172,2.52397335,842848,720,1280,1.296574,0.402348,3.8571
14.005,81.292,96.07,48.787,69.341,0.658,6.727,11.712,10.20686702,5.865146076,16.100626,2.268695901,485736,720,1280,1.297471333,0.399535333,2.7143
13.608,78.061,90.403,48.47,69.037,1.017,6.188,11.171,8.904989865,5.815820573,13.68593386,1.721596472,291542,720,1280,1.296785333,0.401763333,1.9714
12.682,72.027,85.007,46.521,65.389,1.113,5.495,10.076,7.595742642,5.645040509,10.21025913,1.125808716,187741,720,1280,1.297673333,0.398915333,1.1143
6.011,75.282,80.344,23.151,66.147,0.146,3.903,5.263,10.0876716,7.531720695,11.97384306,1.341439053,48188480,720,1280,1.295638,0.404866,4.0909
5.938,74.957,80.118,23.127,65.989,0.202,3.902,5.296,9.930419901,7.421800223,12.0334714,1.325773535,3991908,720,1280,1.297174,0.400156667,4.2727
5.913,74.811,79.983,23.13,65.921,0.21,3.914,5.304,9.81986755,7.363594621,11.8473043,1.296674583,2007454,720,1280,1.296488,0.402278667,4.1515
5.895,74.172,79.191,23.104,65.652,0.321,3.904,5.29,9.600151404,7.190086214,11.41286357,1.253414842,1036222,720,1280,1.297385333,0.399490667,4.2424
5.851,72.468,77.377,22.995,64.356,0.445,3.878,5.238,9.285016867,6.949464561,11.1040508,1.247010213,562442,720,1280,1.296698,0.401658667,3.8485
5.799,69.978,75.522,22.999,61.267,0.361,4.026,5.094,9.146797766,6.604396024,11.57812446,1.344147973,329176,720,1280,1.297598,0.398843333,3.3333
5.616,66.716,73.059,23.007,57.036,0.288,4.663,4.796,8.789230503,5.858724638,11.51127339,1.526210957,195896,720,1280,1.296907333,0.401087333,2.0909
5.172,59.558,66.045,22.214,49.097,0.385,5.411,4.33,6.878989266,4.470446815,8.737243112,1.327764304,111888,720,1280,1.297806667,0.398227333,1.4545
34.39,111.301,118.726,53.629,97.701,0.033,4.037,7.459,44.42091874,29.80236613,54.89722105,4.74064181,88773261,720,1280,1.295968667,0.403035333,4.5484
34.285,110.943,118.501,53.573,97.634,0.141,4.008,7.472,42.38596111,29.60240167,53.42939368,4.588822311,8860971,720,1280,1.297510667,0.398306667,4.4194
34.166,110.446,118.428,53.495,97.502,0.225,3.993,7.478,40.60246731,28.61505947,51.54347972,4.532586906,4314747,720,1280,1.29683,0.400431333,4.2581
33.978,109.466,117.968,53.285,97.018,0.342,4.001,7.467,38.08488882,26.9058028,50.93231058,4.35458727,2191106,720,1280,1.297724,0.397630667,4.1613
33.57,107.198,116.909,52.885,95.727,0.896,4.133,7.432,34.17277067,24.38767373,50.21392658,4.201814973,1184704,720,1280,1.297038,0.399822,3.7742
32.607,102.255,114.32,52.103,92.047,1.112,4.379,7.372,28.69783436,21.30225374,46.92119918,4.030933208,676526,720,1280,1.297936,0.396979333,2.9032
30.781,93.638,107.571,50.713,82.773,2.209,4.721,7.282,22.48157982,15.94942156,37.24402729,3.215808676,407060,720,1280,1.297248667,0.399233333,2.0323
26.662,77.026,87.485,47.607,69.637,2.419,3.646,7.362,14.69984748,11.04404919,20.86793728,1.552636152,259898,720,1280,1.298141333,0.396365333,1.3548
13.453,66.556,75.972,30.941,61.838,4.629,3.089,4.019,15.12722973,12.72903611,21.48438342,1.746694862,45866081,1280,720,1.296052,0.400566,4.4167
13.427,66.572,75.874,30.926,61.874,4.619,3.052,4.018,15.25155003,12.85770402,20.6940411,1.699855157,3855586,1280,720,1.297587333,0.39581,4.4444
13.365,66.51,75.679,30.92,61.826,4.568,3.014,4.022,15.14650907,12.78552584,20.2341469,1.625552905,2482827,1280,720,1.296906,0.397948667,4.4722
13.223,66.067,74.942,30.839,61.545,4.511,2.894,4.022,14.71585063,12.51618498,19.27446924,1.456449797,1620931,1280,720,1.297808667,0.395137333,4.1944
12.901,64.935,72.844,30.694,60.549,4.35,2.662,4.031,13.84218075,11.93554144,17.31943837,1.174644954,996120,1280,720,1.297120667,0.397336,3.9722
12.217,62.722,69.442,30.161,58.589,4.057,2.302,4.03,12.39280189,10.82859186,14.75042321,0.887414975,609985,1280,720,1.298021333,0.394477333,2.8611
10.964,58.608,63.339,29.185,54.794,3.393,1.959,3.948,9.745763522,8.536440704,11.48005979,0.693117237,389170,1280,720,1.297328,0.396744,1.6667
8.842,51.21,54.404,26.463,48.294,3.381,1.442,3.734,7.192606953,6.464432379,8.567503816,0.338003343,241182,1280,720,1.298224,0.393856,1.1389
17.97,65.133,71.155,36.206,58.55,5.522,2.411,4.282,13.84678599,11.43829116,17.58752501,1.022996717,54427254,1280,720,1.296127333,0.40008,4.3714
17.945,65.158,70.909,36.174,58.586,5.513,2.431,4.28,13.96248062,11.5522639,17.16549241,1.01595449,4494073,1280,720,1.297664667,0.395315333,4.4
17.88,65.108,70.786,36.133,58.35,5.497,2.463,4.28,13.860046,11.35742276,16.85125455,1.028740724,2819690,1280,720,1.296985333,0.397456,4.2857
17.735,64.645,70.145,36.055,57.891,5.413,2.496,4.285,13.48824106,10.87060953,16.37240342,1.066307781,1875410,1280,720,1.297878667,0.394639333,4.2286
17.406,63.362,68.799,35.845,56.728,5.34,2.463,4.277,12.57884005,10.10826965,15.00930799,0.978306759,1194808,1280,720,1.297192667,0.396841333,3.9143
16.701,60.538,65.2,35.477,54.561,5.107,2.145,4.256,10.88246683,9.093205478,12.71553626,0.759032587,749257,1280,720,1.298090667,0.393983333,3.2286
15.374,55.67,59.68,34.401,51.047,4.317,1.848,4.191,8.760419205,7.543268614,10.00589551,0.555567455,482718,1280,720,1.297398,0.396251333,2.1143
13.082,47.903,51.521,31.822,45.124,3.598,1.545,4.017,6.603838997,5.956809825,7.410982473,0.326035187,305197,1280,720,1.298295333,0.393360667,1.0857
17.545,67.79,76.835,43.211,62.961,4.652,2.975,6.339,15.59285647,12.79011635,22.03795951,1.661087173,51341567,1280,720,1.296246,0.399201333,3.9688
17.529,67.82,76.906,43.203,62.971,4.631,2.961,6.333,15.7119575,12.94312737,21.64321516,1.623782831,5185480,1280,720,1.29778,0.394426667,3.875
17.486,67.78,76.735,43.148,62.845,4.592,2.925,6.326,15.62826026,12.9719281,21.26662119,1.567235144,3229512,1280,720,1.297095333,0.396564,3.8438
17.384,67.342,76.229,43.072,62.622,4.524,2.853,6.318,15.28978116,12.69917842,20.28131127,1.471274222,2148048,1280,720,1.297996667,0.393741333,3.6875
17.148,66.106,74.705,42.925,61.763,4.357,2.704,6.319,14.31199094,11.99873193,18.13230807,1.273212372,1384519,1280,720,1.297310667,0.395948,3.4688
16.581,63.234,71.099,42.745,58.646,3.947,2.529,6.286,12.35406988,10.68255341,15.46178461,1.001757806,863680,1280,720,1.298211333,0.393083333,2.5625
15.262,57.976,65.131,41.791,53.07,3.086,2.602,6.194,9.945701029,8.56120562,12.45468221,0.858689659,543072,1280,720,1.29752,0.395358667,1.4375
13.011,48.641,53.514,39.829,43.861,3.075,2.241,5.806,7.256106708,6.132378787,8.744135786,0.628907095,329737,1280,720,1.298416667,0.392458667,1.0312
7.822,75.5,88.57,32.092,62.113,0.136,8.184,4.444,12.82945085,8.249544044,17.91853053,2.94441472,26104294,720,1280,1.295612667,0.405603333,4.4375
7.785,75.313,88.303,32.06,61.994,0.085,8.179,4.457,12.62847582,8.102963497,17.71088092,2.940233573,1880941,720,1280,1.297152,0.400902667,4.5938
7.767,75.127,88.017,32.025,61.851,0.074,8.163,4.457,12.46145887,7.935835418,17.51047679,2.938013538,942796,720,1280,1.29647,0.403014667,4.4062
7.726,74.727,87.618,31.985,61.458,0.043,8.141,4.464,12.29181209,7.817725043,17.66268446,2.955339968,531604,720,1280,1.297370667,0.400238,4.25
7.634,73.91,87.078,31.916,60.86,0.059,8.089,4.46,11.98446244,7.507643375,17.55557937,2.980634202,325375,720,1280,1.296686667,0.402406667,3.6562
7.457,72.473,86.043,31.783,59.553,0.055,8.001,4.428,11.37548114,7.044705059,16.82005996,2.880791043,205228,720,1280,1.297578667,0.399595333,2.7188
7.065,69.476,81.924,31.437,56.933,0.044,7.612,4.378,9.857887187,5.862132406,13.66512814,2.507965426,132007,720,1280,1.296890667,0.401827333,1.9062
6.249,63.051,74.175,30.09,50.86,0.074,7.116,4.171,7.689475272,4.369017726,10.39493519,2.001680008,90089,720,1280,1.297784,0.398978,1.125
8.723,75.566,89.033,33.521,63.806,0.168,9.484,5.119,13.06288676,8.800791111,18.2502084,3.642183587,25046754,720,1280,1.295866,0.404262,4.6111
8.692,75.373,88.762,33.514,63.654,0.102,9.46,5.128,12.88604447,8.655422254,18.04432716,3.642698069,1853661,720,1280,1.297406,0.399546,4.5833
8.668,75.135,88.501,33.488,63.488,0.107,9.428,5.129,12.68704471,8.473806895,17.83437266,3.643324907,943277,720,1280,1.296721333,0.401662,4.3611
8.617,74.658,88.205,33.44,63.072,0.089,9.458,5.136,12.48502301,8.147537055,17.88746765,3.72326025,533679,720,1280,1.297621333,0.398874667,4.5278
8.523,73.812,87.659,33.348,62.412,0.028,9.396,5.128,12.29351556,7.708230096,17.89103265,3.777124944,326853,720,1280,1.296934667,0.401054,3.7778
8.335,72.536,86.039,33.183,61.475,0.057,9.216,5.103,11.7775537,7.516394084,16.23823057,3.628727748,203180,720,1280,1.29783,0.398232667,2.9444
7.927,69.529,82.525,32.757,58.614,0.129,8.965,5.023,10.43692376,6.553510078,14.48038101,3.258760392,129389,720,1280,1.297143333,0.400471333,2.1111
7.148,63.765,74.888,31.401,53.932,0.135,8.057,4.821,7.983040902,4.944982708,11.91600249,2.512098647,89419,720,1280,1.298035333,0.397618,1.2778
8.359,46.222,52.194,26.858,37.404,0.121,4.023,8.046,4.476686918,3.053998905,5.618175355,0.70679263,33735701,720,1280,1.296080667,0.403050667,4.0606
8.287,46.03,52.161,26.84,37.253,0.079,4.004,8.076,4.408673328,2.986134653,5.644102948,0.685853579,2770020,720,1280,1.297620667,0.398324,4.1212
8.274,45.914,52.185,26.817,37.256,0.111,3.977,8.045,4.313009475,2.932191749,5.58405829,0.667491368,1228790,720,1280,1.296937333,0.400447333,4.0606
8.252,45.534,51.999,26.792,36.892,0.167,3.96,7.964,4.122790974,2.804564671,5.384634476,0.643158368,561002,720,1280,1.297836,0.397648,4.0606
8.19,44.407,51.265,26.63,35.965,0.284,3.877,7.782,3.784543774,2.53818345,5.068330185,0.592472723,296202,720,1280,1.297152667,0.399836,3.4545
8.024,42.163,49.083,26.319,33.909,0.428,3.765,7.395,3.394797885,2.237136906,4.616418186,0.540835093,183670,720,1280,1.298048,0.397006,2.8182
7.683,38.578,45.337,25.498,30.965,0.632,3.458,6.675,2.957124459,1.919129516,4.187652158,0.504216421,121122,720,1280,1.297363333,0.399251333,2.1515
6.876,32.178,36.778,23.067,26.202,1.034,2.372,5.455,2.233587265,1.613008584,2.929780034,0.280124446,77878,720,1280,1.298253333,0.39638,1.4242
4.185,26.771,28.862,14.929,24.113,0.119,1.517,3.891,3.037323167,2.593628449,3.39190286,0.203776567,34774284,720,1280,1.296175333,0.402497333,4.4062
4.11,26.551,28.7,14.902,23.938,0.065,1.519,3.918,3.013798815,2.611107108,3.358925158,0.200065252,2867621,720,1280,1.297718,0.397756,4.5
4.089,26.432,28.509,14.871,23.819,0.108,1.51,3.874,2.914561779,2.537988483,3.234415456,0.189523526,1253880,720,1280,1.297034667,0.399887333,4.4688
4.022,25.978,27.968,14.862,23.607,0.152,1.442,3.779,2.647396222,2.350265807,2.919187616,0.158682023,554848,720,1280,1.297932,0.397080667,4.4062
3.879,24.749,26.573,14.698,22.66,0.216,1.251,3.563,2.2360952,1.980685306,2.459926817,0.126165655,285749,720,1280,1.297248667,0.399269333,4.2188
3.581,22.029,23.585,14.259,19.975,0.405,0.957,3.136,1.730612213,1.579287919,1.887409442,0.081382495,177564,720,1280,1.298144,0.396439333,3.1562
3.194,19.033,20.632,13.67,16.754,0.643,0.83,2.576,1.392566397,1.239034935,1.531262876,0.068626462,104007,720,1280,1.297459333,0.398690667,2.4375
2.756,17.018,19.042,12.681,14.579,0.717,0.963,2.07,1.162742111,1.046610738,1.292726646,0.051848646,58872,720,1280,1.298349333,0.395818667,1.4688
27.37,40.515,99.793,107.5,14.15,2.527,13.528,14.124,2.882068994,1.294851905,13.36188235,1.577957211,46671555,720,1280,1.296268,0.401966,4.1875
27.336,40.331,99.654,107.444,14.007,2.476,13.511,14.127,2.922822428,1.307861568,13.49019042,1.587388068,5316366,720,1280,1.297805333,0.397228,4.3125
27.301,40.109,99.293,107.437,13.922,2.443,13.485,14.138,2.915503768,1.291489561,13.6366434,1.597348539,3170012,720,1280,1.297122667,0.399356667,4.1875
27.242,39.683,98.163,107.453,13.948,2.437,13.329,14.159,2.932370026,1.292109946,13.90082033,1.622761304,1942216,720,1280,1.298021333,0.396548,4.1875
27.095,38.815,95.76,107.244,14.095,2.299,12.929,14.18,2.962707978,1.292062703,14.42244326,1.663876905,1211094,720,1280,1.297334,0.398744,3.625
26.699,37.264,90.509,106.845,13.969,2.269,12.207,14.214,2.993639444,1.295174081,14.46624699,1.649267092,759351,720,1280,1.298230667,0.395903333,2.6562
25.656,34.579,75.264,105.401,14.66,2.18,10.597,14.173,2.969708099,1.365919714,11.21051859,1.328133676,477023,720,1280,1.297543333,0.398154667,1.6875
23.73,29.878,55.715,103.601,15.05,1.783,8.176,14.324,2.729528713,1.463379728,7.432604604,0.841047278,304636,720,1280,1.298436667,0.395278667,1.0625
11.91,57.377,62.907,21.368,52.52,0.22,2.38,6.184,9.106800515,6.939907855,12.79686189,1.050561053,48063351,720,1280,1.296346,0.401472,4.4737
11.82,57.112,62.83,21.34,52.138,0.139,2.377,6.229,8.623050718,6.547924566,12.6578531,1.027076308,4900800,720,1280,1.29788,0.396726667,4.6842
11.772,56.818,62.78,21.284,51.754,0.175,2.384,6.18,8.165348535,6.274271552,12.2205874,0.99333582,2242870,720,1280,1.297195333,0.398857333,4.5789
11.711,56.192,62.469,21.221,51.014,0.275,2.408,6.095,7.581924572,5.832151558,11.55610291,0.953696526,1090813,720,1280,1.298100667,0.396048,4.3158
11.579,54.727,61.97,21.058,49.776,0.414,2.539,5.948,6.809611845,5.361304845,10.69545439,0.890997243,597221,720,1280,1.297412667,0.398246,3.6316
11.325,52.227,59.929,20.673,47.652,0.502,2.617,5.673,6.057107727,4.938082878,8.861456001,0.695304578,352672,720,1280,1.298313333,0.395398667,2.3947
10.744,47.715,55.479,19.845,42.703,1.032,2.679,5.117,5.081922025,4.161257879,6.804848348,0.490339119,215578,720,1280,1.297621333,0.397654,1.5526
9.602,41.386,45.577,17.998,36.383,1.607,2.02,4.185,3.967420441,3.29045802,4.69689019,0.307525817,131730,720,1280,1.298518,0.394776667,1.1316
9.826,94.873,100.309,47.815,86.905,0.259,3.558,11.574,29.90994125,26.56145889,31.98137803,1.204682978,23649037,1280,720,1.296296667,0.399598667,4.5429
9.767,94.732,100.273,47.785,86.737,0.166,3.562,11.583,29.71285508,26.0069375,31.95330208,1.313268819,3371919,1280,720,1.297834,0.394825333,4.4857
9.732,94.534,100.24,47.755,86.441,0.154,3.591,11.566,29.23442502,25.13831272,31.65653371,1.454205209,1861404,1280,720,1.297156,0.396964667,4.5714
9.69,93.77,99.582,47.641,85.523,0.157,3.605,11.514,28.27923389,23.77259952,30.97787532,1.600010786,1027326,1280,720,1.298052,0.394142,4.3429
9.605,92.427,98.683,47.495,83.201,0.169,3.828,11.414,26.96452887,22.14170456,30.13713057,1.88148711,587260,1280,720,1.29737,0.396348667,4.0571
9.401,89.783,96.667,47.205,78.407,0.268,4.357,11.169,24.93851813,19.24556693,28.60126292,2.2704884,345227,1280,720,1.298264667,0.393488,3.3714
8.847,84.809,92.538,46.671,70.268,0.243,5.421,10.611,20.7255233,14.475031,24.40480971,2.487661536,207491,1280,720,1.297580667,0.395758667,2.2286
7.924,75.623,83.596,45.511,59.939,0.16,5.895,9.816,15.29684894,10.12396905,18.21645515,1.924696015,126310,1280,720,1.298467333,0.392861333,1.1714
11.403,77.858,83.694,22.673,62.083,5.925,5.392,4.014,22.94574976,9.482871869,31.35497263,4.968345848,69230745,720,1280,1.296474667,0.400570667,4.6486
11.251,77.624,83.564,22.557,61.938,5.738,5.35,4.03,21.40048672,8.814798733,31.14933159,4.625566296,6350206,720,1280,1.298018,0.395814667,4.6757
11.143,77.508,83.618,22.349,61.806,5.642,5.365,4.026,20.46174055,8.505978011,30.59148546,4.430756517,2718041,720,1280,1.297332667,0.397951333,4.5676
11.003,77.183,83.421,21.957,61.258,5.613,5.395,4.008,19.17928442,8.064559059,29.69967248,4.144193985,1219447,720,1280,1.29823,0.39514,4.3784
10.715,75.977,82.94,21.317,60.335,5.295,5.403,3.985,16.98904804,7.593690674,27.4451597,3.661102579,631707,720,1280,1.297546667,0.397341333,3.7027
10.202,73.012,80.472,20.038,58.149,4.8,5.155,3.939,14.28104199,6.838662149,23.18494707,2.877808645,357771,720,1280,1.298442,0.394485333,2.8649
9.201,67.076,75.441,18.369,52.626,4.426,5.199,3.685,10.95714798,6.077048815,16.6302969,1.966737973,213207,720,1280,1.297755333,0.396749333,2.3514
7.035,53.096,61.04,15.298,43.444,3.02,4.686,2.979,6.385926516,4.986951388,8.272930961,0.855759607,131073,720,1280,1.298648,0.393861333,1.1622
10.184,62.43,64.152,18.159,58.253,3.575,0.878,4.218,9.948369157,7.538245673,10.91869168,0.634136586,52316203,720,1280,1.295848667,0.405002667,4.2903
10.102,62.161,63.838,18.098,58.463,3.475,0.875,4.238,9.334499713,7.347035514,10.59566845,0.597741151,5321240,720,1280,1.297382667,0.400294,4.2581
10.014,61.941,63.736,18.047,58.806,3.348,0.875,4.259,8.831829449,7.230235,10.03409609,0.574114726,2066349,720,1280,1.296697333,0.402407333,4.2581
9.904,61.344,63.218,17.988,58.65,3.223,0.865,4.284,8.091099696,6.703363449,9.466513689,0.490737175,810351,720,1280,1.297598667,0.399623333,4
9.779,59.938,61.847,17.92,57.394,3.077,0.894,4.304,7.196581501,6.02833379,8.617125456,0.384512306,434376,720,1280,1.296914,0.401802,3.4839
9.497,57.101,59.482,17.653,54.442,2.745,1.013,4.311,6.183065673,5.28363841,7.445428642,0.376641372,258570,720,1280,1.297814,0.39898,2.4839
8.9,52.774,55.684,17.162,50.291,2.435,1.268,4.338,5.04013699,4.320737337,5.858843815,0.405407472,155626,720,1280,1.297122,0.401218,1.3548
7.773,46.796,51.904,16.379,42.686,1.794,1.911,4.261,4.051124259,3.160765167,5.540429236,0.511633914,100141,720,1280,1.298019333,0.398365333,1.0968
6.811,33.472,34.593,14.098,32.445,0.361,0.414,2.755,3.602470203,3.268381103,4.380666073,0.188693642,44570042,720,1280,1.295968,0.404336667,4.3548
6.76,33.302,34.381,14.066,32.356,0.282,0.403,2.759,3.540979038,3.256169289,4.381056002,0.176168382,2323076,720,1280,1.297508,0.39962,4.3548
6.702,33.143,34.132,14.011,32.264,0.217,0.39,2.761,3.442206677,3.15708756,4.158679307,0.156039695,1094545,720,1280,1.296823333,0.401739333,4.3871
6.555,32.524,33.35,13.852,31.612,0.198,0.367,2.747,3.212580162,2.966062228,3.692489875,0.122395778,533108,720,1280,1.297721333,0.398948667,4.2581
6.229,30.955,31.608,13.593,30.201,0.18,0.3,2.667,2.839299135,2.630354514,3.078704177,0.100944031,281398,720,1280,1.297036667,0.401131333,3.871
5.566,28.349,29.808,12.865,27.265,0.179,0.524,2.516,2.393434171,2.203401012,2.705568439,0.089115125,173701,720,1280,1.297932,0.398308,2.8387
4.321,24.641,27.431,11.526,22.214,0.23,1.219,2.24,1.94094216,1.74625049,2.199303518,0.082523927,114720,720,1280,1.297245333,0.400546667,1.9355
2.801,21.103,23.947,9.321,18.475,0.365,1.423,1.565,1.666566258,1.49168402,1.781384787,0.054659158,62294,720,1280,1.298138,0.397686667,1.1613
20.993,73.872,91.423,84.439,61.157,0.406,8.82,15.389,5.527632737,4.125480391,7.852036337,0.96192018,44892179,720,1280,1.296076667,0.403706667,4.5714
20.929,73.639,90.979,84.438,61.043,0.284,8.79,15.428,5.424672317,4.092088894,7.635418956,0.930624867,3769633,720,1280,1.297619333,0.398976667,4.4857
20.898,73.418,90.41,84.445,60.898,0.31,8.753,15.43,5.385325766,4.117569343,7.456393071,0.906860683,1966099,720,1280,1.296936667,0.401106667,4.6
20.861,72.977,89.494,84.432,60.659,0.326,8.666,15.415,5.393853667,4.220791043,7.309595906,0.874292173,1106178,720,1280,1.297833333,0.398311333,4.1714
20.807,72.158,88.213,84.507,60.255,0.458,8.535,15.365,5.489526076,4.178272608,7.369641628,0.855240961,662374,720,1280,1.297152,0.400493333,3.2857
20.666,70.817,86.353,84.515,58.694,0.595,8.183,15.238,5.687201295,4.218494536,7.640680136,0.848032365,416914,720,1280,1.298046,0.397663333,2.4857
20.354,68.761,84.483,84.317,56.064,1.458,7.904,14.943,6.08081192,4.208126812,8.557558624,0.893042541,271323,720,1280,1.29736,0.399913333,1.8286
19.473,64.904,81.206,83.601,52.35,2.931,7.158,14.228,6.405703458,4.174854031,9.428619707,1.072521307,189009,720,1280,1.29825,0.397047333,1.1143
12.848,84.035,101.69,47.317,78.8,0.175,5.519,10.406,24.03382377,20.5691678,39.87217097,3.956698926,41137357,1280,720,1.296086667,0.401704667,4.4722
12.794,83.995,101.818,47.284,78.773,0.221,5.532,10.416,23.96159944,20.53077307,40.01593544,3.940076229,5914559,1280,720,1.297626,0.396951333,4.4444
12.716,83.849,101.664,47.225,78.547,0.236,5.539,10.414,23.5948431,20.20263836,39.57037114,3.892165309,3504687,1280,720,1.296948667,0.399087333,4.2778
12.593,83.366,101.209,47.164,77.918,0.283,5.513,10.363,22.77643378,19.61878009,37.82257751,3.699869107,1874626,1280,720,1.297843333,0.396276667,4.1944
12.325,82.107,98.749,46.892,76.706,0.471,5.313,10.191,21.22459321,18.37098773,31.47933739,3.209187494,964859,1280,720,1.297162667,0.398468,3.6944
11.827,79.534,93.443,46.184,74.256,0.626,5.048,9.838,18.97183788,16.3639098,27.95097247,2.824554507,482722,1280,720,1.298056,0.395637333,2.3889
10.944,73.917,84.947,44.654,69.615,1.074,3.924,9.216,15.43705476,13.55383896,21.4473909,1.891544479,263594,1280,720,1.29737,0.397884667,1.2778
9.279,64.072,70.607,41.75,60.849,1.179,2.31,8.179,10.38380535,9.255983256,13.39689791,0.753500468,140574,1280,720,1.29826,0.395012,1
15.92,53.818,60.988,20.997,50.182,8.775,2.709,2.799,9.207864772,7.714369534,12.63115511,1.025606757,73121703,720,1280,1.296276667,0.402536,4.2667
15.851,53.508,60.899,20.939,49.941,8.679,2.714,2.799,9.088006757,7.605997461,12.83738243,1.007069098,8037185,720,1280,1.297819333,0.397799333,4.3667
15.746,53.123,60.694,20.847,49.47,8.559,2.739,2.804,8.913186298,7.431861968,12.7209239,1.023584445,4434173,720,1280,1.297137333,0.399929333,4.3
15.489,52.161,60.072,20.57,48.623,8.242,2.782,2.817,8.567921141,7.135491593,12.64721646,1.065598343,2336226,720,1280,1.298033333,0.397127333,4.1667
14.9,50.085,58.423,20.097,46.369,7.682,2.956,2.856,7.85626009,6.372404727,12.23163916,1.145614282,1116440,720,1280,1.297352,0.399319333,3.9
13.539,45.894,55.641,18.723,41.502,6.203,3.439,2.922,6.506490716,5.006871256,10.77189141,1.1275071,502753,720,1280,1.298246667,0.396474,2.6
10.934,38.637,49.288,16.483,33.404,3.715,3.832,2.889,4.608025679,3.434797278,7.714337025,0.828684449,237314,720,1280,1.297561333,0.398731333,1.7667
7.042,26.488,33.565,11.467,22.383,2.406,2.783,2.022,2.584116058,2.191852205,3.14003454,0.203658645,121125,720,1280,1.29845,0.395856,1.1667
14.637,72.929,78.666,19.876,65.317,0.231,3.94,6.294,14.52555967,11.80424697,18.22851776,1.565882508,47693773,1280,720,1.296264667,0.400590667,4.3529
14.622,72.825,78.719,19.857,65.196,0.253,3.947,6.281,14.55167748,11.83464728,18.38095766,1.57782628,3177615,1280,720,1.2978,0.39583,4.2941
14.581,72.714,78.624,19.808,64.95,0.249,3.957,6.265,14.38360021,11.66254277,18.30956715,1.578177214,2397421,1280,720,1.297116667,0.39796,4.1471
14.466,72.015,78.16,19.644,64.159,0.269,3.972,6.195,13.61358692,10.8536091,18.23171472,1.584993739,1529758,1280,720,1.298019333,0.395148667,4
14.266,70.545,77.309,19.518,62.127,0.454,4.036,5.996,12.41332832,9.562072949,17.33052619,1.494022901,882742,1280,720,1.297328,0.39735,3.5
13.921,67.751,74.899,19.066,59.083,0.88,4.113,5.625,10.8752577,8.367733945,15.22825515,1.30740559,518339,1280,720,1.298226667,0.394497333,2.7941
13.122,62.753,70.536,18.036,54.538,1.296,4.105,4.893,8.685465312,6.767076891,12.0793343,1.00014296,315681,1280,720,1.297537333,0.396758,1.7941
